left_context,target_word,n_human_lemmas,overlap_at_5,weighted_overlap_at_5,surface_match_at_5,surface_weighted_match_at_5,overlap_at_10,weighted_overlap_at_10,surface_match_at_10,surface_weighted_match_at_10,overlap_at_15,weighted_overlap_at_15,surface_match_at_15,surface_weighted_match_at_15,overlap_at_20,weighted_overlap_at_20,surface_match_at_20,surface_weighted_match_at_20,overlap_at_50,weighted_overlap_at_50,surface_match_at_50,surface_weighted_match_at_50,overlap_at_100,weighted_overlap_at_100,surface_match_at_100,surface_weighted_match_at_100,overlap_at_200,weighted_overlap_at_200,surface_match_at_200,surface_weighted_match_at_200,overlap_at_400,weighted_overlap_at_400,surface_match_at_400,surface_weighted_match_at_400
"Она успевала убраться, разморозить",фарш,8,0.0,0.0,0.0,0.0,0.125,0.05555555555555555,0.125,0.05555555555555555,0.25,0.1111111111111111,0.25,0.1111111111111111,0.375,0.16666666666666666,0.25,0.1111111111111111,0.625,0.5555555555555556,0.5,0.2222222222222222,0.625,0.5555555555555556,0.5,0.2222222222222222,0.75,0.611111111111111,0.625,0.5555555555555556,0.75,0.611111111111111,0.75,0.611111111111111
За министром труда тянется целый,шлейф,7,0.0,0.0,0.0,0.0,0.14285714285714285,0.375,0.14285714285714285,0.375,0.14285714285714285,0.375,0.14285714285714285,0.375,0.14285714285714285,0.375,0.14285714285714285,0.375,0.2857142857142857,0.4375,0.2857142857142857,0.4375,0.42857142857142855,0.6875,0.42857142857142855,0.6875,0.42857142857142855,0.6875,0.42857142857142855,0.6875,0.42857142857142855,0.6875,0.42857142857142855,0.6875
"Мама брала меня с собой, и мы, сдав",молоко,14,0.0,0.0,0.0,0.0,0.07142857142857142,0.05263157894736842,0.07142857142857142,0.05263157894736842,0.07142857142857142,0.05263157894736842,0.07142857142857142,0.05263157894736842,0.07142857142857142,0.05263157894736842,0.07142857142857142,0.05263157894736842,0.21428571428571427,0.15789473684210525,0.14285714285714285,0.10526315789473684,0.35714285714285715,0.3157894736842105,0.21428571428571427,0.15789473684210525,0.35714285714285715,0.3157894736842105,0.2857142857142857,0.2631578947368421,0.35714285714285715,0.3157894736842105,0.2857142857142857,0.2631578947368421
В бассейне,микробы,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.027210884353741496,0.0,0.0,0.07142857142857142,0.08843537414965985,0.0,0.0,0.07142857142857142,0.08843537414965985,0.0,0.0
На ведущей вниз,лестнице,12,0.0,0.0,0.0,0.0,0.08333333333333333,0.06557377049180328,0.0,0.0,0.16666666666666666,0.0819672131147541,0.0,0.0,0.16666666666666666,0.0819672131147541,0.16666666666666666,0.0819672131147541,0.25,0.19672131147540983,0.25,0.19672131147540983,0.3333333333333333,0.21311475409836067,0.25,0.19672131147540983,0.4166666666666667,0.27868852459016397,0.25,0.19672131147540983,0.5,0.8032786885245902,0.4166666666666667,0.7868852459016393
У моего отца был счёт в швейцарском,банке,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Применение микросхемы,даст,11,0.09090909090909091,0.05263157894736842,0.0,0.0,0.18181818181818182,0.3684210526315789,0.08333333333333333,0.05263157894736842,0.18181818181818182,0.3684210526315789,0.16666666666666666,0.3684210526315789,0.18181818181818182,0.3684210526315789,0.16666666666666666,0.3684210526315789,0.2727272727272727,0.42105263157894735,0.25,0.42105263157894735,0.36363636363636365,0.5263157894736842,0.25,0.42105263157894735,0.36363636363636365,0.5263157894736842,0.3333333333333333,0.5263157894736842,0.36363636363636365,0.5263157894736842,0.3333333333333333,0.5263157894736842
Приблизительно в центре тайги,мопед,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.06666666666666667,0.0,0.0,0.14285714285714285,0.06666666666666667,0.0,0.0,0.42857142857142855,0.26666666666666666,0.1,0.06666666666666667,0.42857142857142855,0.26666666666666666,0.2,0.2,0.5714285714285714,0.6666666666666667,0.3,0.4666666666666667,0.7142857142857143,0.7333333333333334,0.4,0.5333333333333333
Государством предлагается,установить,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.07692307692307693,0.13333333333333333,0.15384615384615385,0.2,0.07692307692307693,0.13333333333333333,0.38461538461538464,0.4,0.3076923076923077,0.3333333333333333,0.38461538461538464,0.4,0.3076923076923077,0.3333333333333333
"Не обнаружив ничего в досье, сыщики решили",рыть,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.26666666666666666,0.15384615384615385,0.26666666666666666,0.23076923076923078,0.33333333333333337,0.23076923076923078,0.33333333333333337,0.3076923076923077,0.4,0.3076923076923077,0.4,0.38461538461538464,0.4666666666666667,0.38461538461538464,0.4666666666666667,0.38461538461538464,0.4666666666666667,0.38461538461538464,0.4666666666666667
"Выбирая вязаную шапочку, знайте, что лучше шапка цвета",хаки,24,0.0,0.0,0.0,0.0,0.041666666666666664,0.02,0.04,0.02,0.08333333333333333,0.13999999999999999,0.08,0.13999999999999999,0.125,0.16,0.08,0.13999999999999999,0.20833333333333334,0.24,0.12,0.19999999999999998,0.3333333333333333,0.62,0.2,0.56,0.5416666666666666,0.76,0.44,0.7,0.5416666666666666,0.76,0.52,0.74
Здесь потребуется,врач,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.08333333333333333,0.0,0.0,0.06666666666666667,0.08333333333333333,0.06666666666666667,0.08333333333333333,0.13333333333333333,0.125,0.06666666666666667,0.08333333333333333,0.3333333333333333,0.29166666666666663,0.13333333333333333,0.16666666666666666,0.3333333333333333,0.29166666666666663,0.2,0.20833333333333331
"Выходя замуж, ты надеялась обрести спокойствие, уютный",дом,7,0.14285714285714285,0.9230769230769231,0.14285714285714285,0.9230769230769231,0.14285714285714285,0.9230769230769231,0.14285714285714285,0.9230769230769231,0.14285714285714285,0.9230769230769231,0.14285714285714285,0.9230769230769231,0.2857142857142857,0.9358974358974359,0.2857142857142857,0.9358974358974359,0.42857142857142855,0.9487179487179488,0.42857142857142855,0.9487179487179488,0.5714285714285714,0.9615384615384616,0.5714285714285714,0.9615384615384616,0.5714285714285714,0.9615384615384616,0.5714285714285714,0.9615384615384616,0.5714285714285714,0.9615384615384616,0.5714285714285714,0.9615384615384616
Не поручайте,мужу,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.6144578313253012,0.06451612903225806,0.14457831325301207,0.5,0.6867469879518072,0.16129032258064516,0.3493975903614458,0.6,0.7228915662650602,0.25806451612903225,0.39759036144578314,0.6,0.7228915662650602,0.2903225806451613,0.42168674698795183
Во избежание ожогов надо нанести на лицо небольшое,количество,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Сделав мне знак помолчать, он приложил",ухо,15,0.0,0.0,0.0,0.0,0.13333333333333333,0.06451612903225806,0.11764705882352941,0.06451612903225806,0.13333333333333333,0.06451612903225806,0.11764705882352941,0.06451612903225806,0.13333333333333333,0.06451612903225806,0.11764705882352941,0.06451612903225806,0.4666666666666667,0.8279569892473119,0.17647058823529413,0.07526881720430108,0.5333333333333333,0.8387096774193549,0.4117647058823529,0.6344086021505376,0.5333333333333333,0.8387096774193549,0.4117647058823529,0.6344086021505376,0.5333333333333333,0.8387096774193549,0.4117647058823529,0.6344086021505376
"За углом ― Морской музей, с бесчисленными моделями",кораблей,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.029411764705882353,0.2,0.029411764705882353,0.2,0.029411764705882353,0.2,0.029411764705882353,0.6,0.9558823529411765,0.4,0.058823529411764705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"В багажнике были лопата,",лом,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.03225806451612903,0.09090909090909091,0.03225806451612903,0.18181818181818182,0.1774193548387097,0.18181818181818182,0.1774193548387097,0.22727272727272727,0.22580645161290322,0.22727272727272727,0.22580645161290322,0.3181818181818182,0.6129032258064516,0.2727272727272727,0.3548387096774194,0.36363636363636365,0.6774193548387096,0.36363636363636365,0.6774193548387096,0.36363636363636365,0.6774193548387096,0.36363636363636365,0.6774193548387096
От внимания наблюдателя не должна,ускользать,15,0.13333333333333333,0.14285714285714285,0.13333333333333333,0.14285714285714285,0.13333333333333333,0.14285714285714285,0.13333333333333333,0.14285714285714285,0.2,0.16326530612244897,0.2,0.16326530612244897,0.2,0.16326530612244897,0.2,0.16326530612244897,0.3333333333333333,0.20408163265306123,0.26666666666666666,0.18367346938775508,0.3333333333333333,0.20408163265306123,0.3333333333333333,0.20408163265306123,0.4666666666666667,0.7142857142857143,0.4666666666666667,0.7142857142857143,0.4666666666666667,0.7142857142857143,0.4666666666666667,0.7142857142857143
Мне было лень идти на стоянку и сметать,снег,18,0.2222222222222222,0.5512820512820513,0.21052631578947367,0.5512820512820513,0.2777777777777778,0.576923076923077,0.2631578947368421,0.576923076923077,0.3888888888888889,0.6538461538461539,0.3157894736842105,0.6282051282051282,0.4444444444444444,0.6794871794871795,0.3684210526315789,0.6538461538461539,0.5,0.8076923076923077,0.42105263157894735,0.782051282051282,0.5,0.8076923076923077,0.42105263157894735,0.782051282051282,0.5,0.8076923076923077,0.42105263157894735,0.782051282051282,0.5,0.8076923076923077,0.42105263157894735,0.782051282051282
"Собаку, виновницу случившегося, приказали",сечь,11,0.0,0.0,0.0,0.0,0.18181818181818182,0.26666666666666666,0.18181818181818182,0.26666666666666666,0.18181818181818182,0.26666666666666666,0.18181818181818182,0.26666666666666666,0.2727272727272727,0.33333333333333337,0.2727272727272727,0.33333333333333337,0.36363636363636365,0.5333333333333333,0.36363636363636365,0.5333333333333333,0.5454545454545454,0.6666666666666667,0.5454545454545454,0.6666666666666667,0.5454545454545454,0.6666666666666667,0.5454545454545454,0.6666666666666667,0.5454545454545454,0.6666666666666667,0.5454545454545454,0.6666666666666667
В темноте Иван задел острый,сук,11,0.09090909090909091,0.6075949367088608,0.09090909090909091,0.6075949367088608,0.18181818181818182,0.620253164556962,0.18181818181818182,0.620253164556962,0.2727272727272727,0.6582278481012659,0.2727272727272727,0.6582278481012659,0.36363636363636365,0.7215189873417722,0.2727272727272727,0.6582278481012659,0.45454545454545453,0.759493670886076,0.36363636363636365,0.6962025316455697,0.5454545454545454,0.7721518987341772,0.45454545454545453,0.7088607594936709,0.6363636363636364,0.949367088607595,0.45454545454545453,0.7088607594936709,0.6363636363636364,0.949367088607595,0.5454545454545454,0.8860759493670887
"Взяв с собой фотоаппарат, вся",семья,9,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.5,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.5,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.5,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.5,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.5,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.5
В котёл бросают куски,баранины,5,0.0,0.0,0.0,0.0,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8
На болотах оставался ещё,лед,53,0.05660377358490566,0.32307692307692304,0.05660377358490566,0.32307692307692304,0.07547169811320754,0.36153846153846153,0.07547169811320754,0.36153846153846153,0.09433962264150944,0.36923076923076925,0.07547169811320754,0.36153846153846153,0.09433962264150944,0.36923076923076925,0.09433962264150944,0.36923076923076925,0.11320754716981132,0.3846153846153846,0.11320754716981132,0.3846153846153846,0.2830188679245283,0.4846153846153846,0.2830188679245283,0.4846153846153846,0.33962264150943394,0.5153846153846153,0.33962264150943394,0.5153846153846153,0.33962264150943394,0.5153846153846153,0.33962264150943394,0.5153846153846153
"По воскресеньям музыканты, исполнявшие",сонату,29,0.06896551724137931,0.04081632653061224,0.06060606060606061,0.04081632653061224,0.10344827586206896,0.14285714285714285,0.09090909090909091,0.08163265306122448,0.13793103448275862,0.22448979591836732,0.12121212121212122,0.16326530612244897,0.13793103448275862,0.22448979591836732,0.12121212121212122,0.16326530612244897,0.27586206896551724,0.3469387755102041,0.18181818181818182,0.24489795918367346,0.41379310344827586,0.5510204081632653,0.24242424242424243,0.36734693877551017,0.5862068965517241,0.673469387755102,0.42424242424242425,0.5306122448979591,0.5862068965517241,0.673469387755102,0.5151515151515151,0.6122448979591837
Чтобы придать объем,тонким,9,0.1111111111111111,0.05555555555555555,0.1,0.05555555555555555,0.2222222222222222,0.5,0.2,0.5,0.2222222222222222,0.5,0.2,0.5,0.2222222222222222,0.5,0.2,0.5,0.5555555555555556,0.7777777777777777,0.5,0.6666666666666666,0.5555555555555556,0.7777777777777777,0.6,0.7777777777777777,0.5555555555555556,0.7777777777777777,0.6,0.7777777777777777,0.5555555555555556,0.7777777777777777,0.6,0.7777777777777777
Причиной аварии был мобильный,телефон,2,0.5,0.96875,0.5,0.96875,0.5,0.96875,0.5,0.96875,0.5,0.96875,0.5,0.96875,0.5,0.96875,0.5,0.96875,0.5,0.96875,0.5,0.96875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Когда родители,пригрозили,12,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.07692307692307693,0.16666666666666666,0.15384615384615385,0.16666666666666666,0.15384615384615385,0.4166666666666667,0.46153846153846156,0.3333333333333333,0.38461538461538464,0.5,0.5384615384615385,0.4166666666666667,0.46153846153846156,0.5833333333333334,0.6153846153846154,0.5,0.5384615384615385
Он был очень,неопытным,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.1111111111111111,0.0,0.0,0.13333333333333333,0.16666666666666666,0.1875,0.16666666666666666,0.13333333333333333,0.16666666666666666,0.1875,0.16666666666666666,0.13333333333333333,0.16666666666666666,0.1875,0.16666666666666666
Можно будет,бросить,38,0.05263157894736842,0.03076923076923077,0.02564102564102564,0.015384615384615385,0.05263157894736842,0.03076923076923077,0.02564102564102564,0.015384615384615385,0.05263157894736842,0.03076923076923077,0.02564102564102564,0.015384615384615385,0.05263157894736842,0.03076923076923077,0.02564102564102564,0.015384615384615385,0.07894736842105263,0.13846153846153847,0.05128205128205128,0.03076923076923077,0.18421052631578946,0.27692307692307694,0.15384615384615385,0.2153846153846154,0.3157894736842105,0.36923076923076925,0.2564102564102564,0.3230769230769231,0.3157894736842105,0.36923076923076925,0.3076923076923077,0.35384615384615387
Что ты хочешь чтобы тебе,повторили,7,0.0,0.0,0.0,0.0,0.14285714285714285,0.2,0.125,0.2,0.14285714285714285,0.2,0.125,0.2,0.2857142857142857,0.5333333333333333,0.125,0.2,0.5714285714285714,0.8,0.25,0.5333333333333333,0.7142857142857143,0.8666666666666667,0.5,0.7333333333333333,0.8571428571428571,0.9333333333333333,0.625,0.8,0.8571428571428571,0.9333333333333333,0.625,0.8
А промывать манную,крупу,3,0.3333333333333333,0.0625,0.3333333333333333,0.0625,0.3333333333333333,0.0625,0.3333333333333333,0.0625,0.6666666666666666,0.6875,0.3333333333333333,0.0625,0.6666666666666666,0.6875,0.6666666666666666,0.6875,0.6666666666666666,0.6875,0.6666666666666666,0.6875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Товарищ генерал,",противник,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0625,0.0,0.0,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625,0.16666666666666666,0.0625
У мамы есть,подруга,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.04938271604938271,0.04,0.04938271604938271,0.044444444444444446,0.04938271604938271,0.04,0.04938271604938271,0.1111111111111111,0.13580246913580246,0.08,0.09876543209876543,0.2,0.2962962962962963,0.18,0.20987654320987653,0.26666666666666666,0.43209876543209874,0.2,0.2222222222222222,0.26666666666666666,0.43209876543209874,0.22,0.2345679012345679
И не надо ставить это целью,всей,14,0.0,0.0,0.0,0.0,0.07142857142857142,0.058823529411764705,0.05555555555555555,0.058823529411764705,0.07142857142857142,0.058823529411764705,0.05555555555555555,0.058823529411764705,0.07142857142857142,0.058823529411764705,0.05555555555555555,0.058823529411764705,0.21428571428571427,0.25,0.05555555555555555,0.058823529411764705,0.5,0.8823529411764706,0.1111111111111111,0.07352941176470588,0.5,0.8823529411764706,0.2222222222222222,0.45588235294117646,0.5,0.8823529411764706,0.2777777777777778,0.4852941176470588
